,author_name,institution,position,abstract,year,publisher,category,title,subfield,first_name,name,prob_female,author_female
1987,"Oh, Kyungsoo","Korea Inst Local Finance KILF, Seoul, South Korea.",1.0,"Purpose - This paper examines South Korea's potential status as a carbon leakage country, and the level of risk posed by the Korean emissions trading scheme (ETS) for Korean industries. The economic effects of border carbon adjustments (BCAs) to protect energy-intensive Korean industries in the process of achieving the carbon reduction target by 2030 through the Korean ETS are also analyzed. Design/methodology - First, using the Korean Input-Output (JO) table, this paper calculates the balance of emissions embodied in trade (BEET) and the pollution terms of trade (PTT) to determine Korean industries' carbon leakage status. Analyses of the risk level posed by carbon reduction policy implementation in international trade are conducted for some sectors by applying the EU criteria. Second, using a computable general equilibrium (CGE) model, three BCA scenarios, exemption regulations (EXE), reimbursement (REB), and tariff reduction (TAR) to protect the energy-intensive industries under the Korean ETS are addressed. Compared to the baseline scenario of achieving carbon reduction targets by 2030, the effects of BCAs on welfare, carbon leakage, outputs, and trading are analyzed. Findings - As Korea's industrial structure has been transitioning from a carbon importing to a carbon leaking country. The results indicate that some industrial sectors could face the risk of losing international competitiveness due to the Korean ETS. South Korea's industries are basically exposed to risk of carbon leakage because most industries have a trade intensity higher than 30%. This could be interpreted as disproving vulnerability to carbon leakage. Although the petroleum and coal sector is not in carbon leakage, according to BEET and PTT, the Korean ETS exposes this sector to a high risk of carbon leakage. Non-metallic minerals and iron and steel sectors are also exposed to a high risk of carbon leakage due to the increased burden of carbon reduction costs embodied in the Korean ETS, despite relatively low levels of trade intensity. BCAs are demonstrated to have an influential role in protecting energy-intensive industries while achieving the carbon reduction target by 2030. The EXE scenario has the greatest impact on mitigation of welfare losses and carbon leakage, and the TAF scenario causes a disturbance in the international trade market because of the pricing adjustment system. In reality, the EXE scenario, which implies completely exempting energy-intensive industries, could be difficult to implement due to various practical constraints, such as equity and reduction targets and other industries; therefore, the REB scenario presents the most realistic approach and appears to have an effect that could compensate for the burden of economic activities and emissions regulations in these industries. Originality/value - This paper confirms the vulnerability of the Korean industrial the risk of carbon leakage, demonstrating that some industrial sectors could be exposed to losing international competitiveness by implementing carbon reduction policies such as the Korean ETS. The contribution of this paper is the identification of proposed approaches to protect Korean industries in the process of achieving the 2030 reduction target by analyzing the effects of BCA scenarios using a CGE model.",2022.0,KOREA TRADE RESEARCH ASSOC,Business & Economics,Risk of Carbon Leakage and Border Carbon Adjustments under the Korean Emissions Trading Scheme,Economics,Kyungsoo,Kyungsoo,,
1988,"Islam, Md Mofakkarul","Univ Greenwich, Nat Resources Inst NRI, Medway Campus,Cent Ave, Chatham ME4 4TB, Kent, England.",1.0,"The 'climate justice' lens is increasingly being used in framing discussions and debates on global climate finance. A variant of such justice - distributive justice - emphasises recipient countries' vulnerability to be an important consideration in funding allocation. The extent to which this principle is pursued in practice has been of widespread and ongoing concerns. Empirical evidence in this regard however remains inadequate and methodologically weak. This research examined the effect of recipients' climate vulnerability on the allocation of climate funds by controlling for other commonly-identified determinants. A dynamic panel regression method based on Generalised Method of Moments (GMM) was used on a longitudinal dataset, containing approved funds for more than 100,000 projects covering three areas of climate action (mitigation, adaptation, and overlap) in 133 countries over two decades (2000-2018). Findings indicated a non-significant effect of recipients' vulnerability on mitigation funding, but significant positive effects on adaptation and overlap fundings. 'Most vulnerable' countries were likely to receive higher amounts of these two types of funding than the 'least vulnerable' countries. All these provided evidence of distributive justice. However, the relationship between vulnerability and funding was parabolic, suggesting 'moderately vulnerable' countries likely to receive more funding than the 'most vulnerable' countries. Whilst, for mitigation funding, this observation was not a reason for concern, for adaptation and overlap fundings this was not in complete harmony with distributive justice. Paradoxically, countries with better investment readiness were likely to receive more adaptation and overlap funds. In discordance with distributive justice, countries within the Sub-Saharan Africa and South Asia regions, despite their higher climatic vulnerabilities, were likely to receive significantly less adaptation and overlap fundings. Effects of vulnerability were persistent, and past funding had significant effects on current funding. These, coupled with the impact of readiness, suggested a probable Low Funding Trap for the world's most vulnerable countries. The overarching conclusion is that, although positive changes have occurred since the 2015 Paris Agreement, considerable challenges to distributive justice remain. Significant data and methodological challenges encountered in the research and their implications are also discussed.",2022.0,ELSEVIER SCI LTD,Environmental Sciences & Ecology,Distributive justice in global climate finance-Recipients' climate vulnerability and the allocation of climate funds,Environmental studies & forestry,Md Mofakkarul,Md,0.0,0.0
1989,"Wang, Shengzhe","Univ Colorado Denver, Dept Civil Engn, Denver, CO 80217 USA.",1.0,"Modular floating structures (MFS) offer a sustainable alternative over traditional land reclamation for the expansion of coastal megalopolises in the context of climate change adaptation. Yet, there are currently no guidelines for structural engineers pertaining to their analysis and design. This work presents analytical solutions readily accessible for the dynamic analysis of MFS utilizing conventional rectangular pontoons subject to regular or irregular waves. Closed-form formulations utilizing linear wave theory proved capable in capturing the response amplitude operators (RAO) for sway, heave, and roll when compared against smoothed particle hy-drodynamics (SPH) simulations for a typical MFS to which appropriate damping ratios were obtained. A para-metric study was subsequently implemented to examine the contribution of building slenderness and superstructure-to-pontoon mass ratios on critical accelerations induced by different sea states. It was revealed that structural configurations beneficial to static stability may result in larger dynamic effects under wave excitation thus compromising occupant comfort delineated via various international standards. Ultimately, this paper represents a significant step towards the realization of MFS for urban expansion by providing structural engineers with an accessible methodology for the dynamic analysis of floating structures as a precursor to detailed computational modeling.",2022.0,PERGAMON-ELSEVIER SCIENCE LTD,Engineering,Analytical solutions for the dynamic analysis of a modular floating structure for urban expansion,Engineering & technology,Shengzhe,Shengzhe,,
1990,"Barron, Manuel","Univ Pacifico, Dept Econ, Lima, Peru.",1.0,"A growing literature shows that weather conditions during gestation can have persistent impacts on education and income, especially among females. However, the consequences of these impacts on behavior and choices during adulthood are still under-explored. To shed light on this issue, I use survey data for over 200,000 households in Peru and find that average temperature during gestation affects fuel choice during adulthood among women, with extensive margin increases in the use of dirty cooking fuels, but no changes in the likelihood of fuel stacking. Analysis of the mechanisms suggests that female head's income may be a more important driver than education. Supporting this argument, I show that the effects of in-utero temperature disappear among female beneficiaries of a conditional cash transfer program.(c) 2022 Elsevier B.V. All rights reserved.",2022.0,ELSEVIER,Business & Economics,Moving down the energy ladder: In-utero temperature and fuel choice in adulthood,Economics,Manuel,Manuel,0.0,0.0
1991,"Seddon, Nathalie","Univ Oxford, Dept Biol, Nat Based Solut Initiat, Oxford OX1 3SAZ, England.",1.0,"Although many governments, financial institutions, and corporations are embracing nature-based solutions as part of their sustainability and net-zero carbon strategies, some nations, Indigenous peoples, local community groups, and grassroots organizations have rejected this term. This pushback is fueled by (i) critical uncertainties about when, where, how, and for whom nature-based solutions are effective and (ii) controversies surrounding their misuse in greenwashing, violations of human rights, and threats to biodiversity. To clarify how the scientific community can help address these issues, I provide an overview of recent research on the benefits and limits of nature-based solutions, including how they compare with technological approaches, and highlight critical areas for future research.",2022.0,AMER ASSOC ADVANCEMENT SCIENCE,Science & Technology - Other Topics,Harnessing the potential of nature-based solutions for mitigating and adapting to climate change,Interdisciplinary,Nathalie,Nathalie,1.0,1.0
1992,"Khiyat, Ziad","Econ & Social Commiss Western Asia UN ESCWA, Beirut, Lebanon.",1.0,"The Arab region is one of the most water scarce regions in the world with 19 states below the water scarcity threshold including 13 states below the absolute water scarcity. Groundwater is heavily relied upon and it is the primary source of freshwater in more than 11 Arab States, yet the invisible and complex character of groundwater being underground and out of sight has not given it the due attention it deserves. Hence, this report explores the importance of groundwater and the challenges it is facing, with the aim of bolstering its status to a strategic resource for the Arab region. Amid the water scarcity situation, limited renewable groundwater resources continue to be exploited at an unsustainable rate, exceeding the natural recharge rates. Excessive use of groundwater, especially by the agricultural sector combined with low efficiency, has led to the decline in groundwater storage in more than two thirds of the Arab region, where the area of decline has doubled in 2018-2019 compared to 2002. In some countries over 88% of all irrigation water comes from groundwater compared to a global average of just over 37%. Moreover, it is projected that by 2050, available groundwater per capita will have decreased by more than half since the beginning of the century and 17 Arab States, accounting for 79% of the total population, will be below the absolute water scarcity threshold. In addition to their excessive use, groundwater resources are also threatened by anthropo-genic pollution sources, from agricultural and industrial practices and from sea water intrusion in coastal cities. The deterioration in the quality of groundwater resources, both due to overexploita-tion and pollution is aggravating the problem of water scarcity. For example, in Beirut, seawater intrusion has shifted inland between 500 and 1,200 m from 1970 reference point. In Gaza, only 25% of wastewater is treated due the lack of proper wastewater collection and treatment infrastructure, which is further complicated by the occupation that has restricted access to natural resources. This is alarming knowing that groundwater is central to achieving the Sustainable Development Goals (SDGs) and targets adopted in the 2030 Agenda for Sustainable Development in the region. It is directly linked to SDG6 and central to achieving many other SDGs such as SDG2 for ending hunger. It is also an important component of climate change adaptation, having a high buffer capacity against drought. Accordingly, the projected impacts of climate change on water resources in the region, will further increase dependency on groundwater at a time when groundwater recharge is also projected to decrease, necessitating conjunctive management of surface water and groundwater. The impacts of climate change on groundwater at the aquifer level is showcased by ESCWA on the Beni-Amir aquifer, Morocco and the Eocene aquifer, Palestine. Results from the study on Beni-Amir aquifer indicate that the water table is expected to decrease 10 to 25 m (RCP4.5 and RCP8.5, respectively) by end of century, resulting in partial depletion of resources in the top three layers of the aquifer system, particularly in the northern Beni-Amir area. In the case of Palestine, the results on the Eocene aquifer showed that in the 2041-2060 horizon, the average precipitation is expected to decrease in all scenarios between 3% and 12%, whereas the recharge in 5 out of 6 precipitation scenarios showed a reduction by 12%-16%. Consequently, with no decrease in the aquifer pumping, the water levels in all scenarios will drop. The declining availability of groundwater resources due to increased consumption, develop-ment demands, inefficient use and climate change should prompt Arab States to explore innova-tive and integrated governance frameworks to improve groundwater resources management and ensure equitable access for current and future generations to this strategic resource. Groundwater governance has been historically weak in the Arab region, characterized by fragmented legislations and policies, limited funding, lack of coordination and lack of data and knowledge. More recent evaluation of the management of groundwater resources through the SDG indicator 6.5.1 report-ing mechanisms on the degree of implementation of IWRM has unfortunately reinforced some of the main challenges listed above in the Arab region mainly in terms of lack of implementation of management tools and proper financing. In response to the lack or fragmentation of groundwater management policies, ESCWA developed regional groundwater abstraction management guidelines offering a unified approach to deal with uncontrolled groundwater exploitation and use. Groundwater governance is further complicated by transboundary aquifers. In fact, all coun-tries, except for Comoros, share at least one aquifer with their neighboring countries. These trans-boundary aquifers cover almost 58% of the Arab region's total area. Some of these aquifers are directly connected to surface-water hydrological systems and should also be conjunctively man-aged. Other transboundary aquifers contain fossil groundwater reserves requiring specialized legal, policy and management frameworks that consider their non-renewable character. The status of regional transboundary water cooperation is captured in a recent regional report prepared by ESCWA on the progress on SDG indicator 6.5.2 in the Arab region for the year 2021. The report revealed the challenges faced by the Arab states that hinder the establishment of well-developed cooper-ation frameworks which are mainly linked to lack of knowledge and data exchange and financial constraints. However, there are encouraging signs where cooperation on transboundary aquifers has progressed, including a Joint Authority for the Nubian sandstone Aquifer, a cooperation framework for the Senegalo-Mauritanian Aquifer, a signed agreement for the Saq-Ram Aquifer, and a consulta-tion mechanism on the North Western Sahar Aquifer System. These cooperation agreements should be maintained and further developed by holding regular meetings, coordinating objectives and management plans, and regularly exchanging data and information. Regional knowledge exchange around these agreements should be enforced. Advances in technologies provide an opportunity to fill the data and information gap that hin-ders the management of groundwater. Integrated remote sensing data offer a solution to assess the groundwater status. In addition, Managed Aquifer Recharge (MAR) is one of the most important solutions to consider for securing water supply and for improving groundwater quality where it is deteriorating. MAR is already used in more than 44 sites across the Arab region. Technologies can assist in selection of where MAR can be a potential solution for the region and for improving the water security. Furthermore, in response to the need for availing more data and information on groundwater and improving access to such data as established through the reporting on SDG indicators 6.5.1 and 6.5.2, ESCWA will be initiating an Arab Groundwater Digital Knowledge Platform. This platform aims to increase access to regional knowledge and information on groundwater resources through a dedicated digital interactive platform. Finally, the relation of groundwater to water scarcity, human activity, transboundary water cooperation, climate change, and water governance is highlighted in the following key findings.",2022.0,DESALINATION PUBL,Engineering,Groundwater in the Arab region: making the invisible visible,Engineering & technology,Ziad,Ziad,0.0,0.0
1993,"Vaughn, Sarah E.","Univ Calif Berkeley, Anthropol, Berkeley, CA 94720 USA.",1.0,"This essay explores the intersecting socio-material and ethical demands that engineers confront in adapting sea defenses to climate change in Guyana. It focuses on the tensions in climate adaptation that create the possibilities for theorizing innovation as a key theme of counter-modernities in the Anthropocene. Drawing on ethnographic fieldwork, oral histories, and archival research, I show that engineers' decision-making regarding whether or not to innovate sea defenses is a fraught process dependent upon processes of erosion and the ontological (in)stability of specific infrastructures known as groynes. To cope, engineers produce what I call ""innovation narratives"" to describe how obstacles to climate adaptation are created by combinations of neocolonial empire, shapeshifting ecologies, inconsistent maintenance programs, and fiscal debt. At the same time, their efforts signal an emerging global politics of credibility that is reinforced by desires for more inclusive forms of governance rather than brute power or capitalization.",2022.0,CAMBRIDGE UNIV PRESS,Anthropology,"Erosion by Design: Rethinking Innovation, Sea Defense, and Credibility in Guyana",Anthropology,Sarah E.,Sarah,1.0,1.0
1994,"Pourzand, Farnaz","Univ Otago, Publ Hlth Dept, Wellington, New Zealand.",1.0,"This paper estimates the regional impact of drought, as defined by the New Zealand Drought Index (NZDI), on-farm income and profits across the main agricultural regions in New Zealand. We use farm micro-data (tax forms) from Statistics New Zealand's Longitudinal Business Database (LBD). The empirical strategy relies on region-specific panel-data models with fixed effects. We find that outcomes vary across regions and land uses. The main dairy regions (Waikato and Taranaki) have experienced significant positive impacts, likely resulting from drought-induced higher milk prices. In contrast, sheep/beef farms' gross income and profit were negatively affected by droughts across most sheep/beef regions. Across all regions, the estimations also show that drought events do not have any observable persistent impact on farm income and profits, on average, past the first couple of years.",,TAYLOR & FRANCIS LTD,Environmental Sciences & Ecology,Regional differences in the effects of drought events on farm profitability in New Zealand,Environmental studies & forestry,Farnaz,Farnaz,1.0,1.0
1995,"Pesch, Udo","Delft Univ Technol, Fac Technol Policy & Management, NL-2628 BX Delft, Netherlands.",1.0,"The need to adapt to climate change brings about moral concerns that according to 'eco-centric' critiques cannot be resolved by modernist ethics, as this takes humans as the only beings capable of intentionality and rationality. However, if intentionality and rationality are reconsidered as 'counterfactual hypotheses' it becomes possible to align modernist ethics with the eco-centric approaches. These counterfactual hypotheses guide the development of institutions, so as to allow the pursuit of a 'good life'. This mean that society should be organized as if humans are intentional and, following Habermas's idea of 'communicative rationality', as if humans are capable of collective deliberation. Given the ecological challenges, the question becomes how to give ecological concerns a voice in deliberative processes.",2022.0,MDPI,Science & Technology - Other Topics,The Good Life and Climate Adaptation,Interdisciplinary,Udo,Udo,0.0,0.0
1996,"Fraser, Timothy","Northeastern Univ, Dept Polit Sci, 960A Renaissance Pk,360 Huntington Ave, Boston, MA 02115 USA.",1.0,"Why do citizens evacuate and where do they go once they have left disaster zones? Using Facebook data aggregated to the neighborhood level, this mixed methods study analyses the movement of Facebook users to and from cities struck by storms and floods. This study examines why evacuation varied among cities during Hurricane Dorian, a major hurricane which struck the US southeast in 2019. This study examines the intersecting roles of evacuation orders, policy tools, bonding, bridging, and linking social capital, and social vulnerability. The author combines mobility network analysis and geographic information systems with statistical matching models and geospatial case studies of affected communities. This study highlights how linking social capital and ""soft"" community-oriented preparedness policies boosted evacuation between cities, while bonding social capital was associated with less evacuation. By clarifying community-level factors in evacuation, this study aims to open a research agenda for analyzing the politics of human mobility during crises. [GRAPHICS] .",2022.0,SPRINGER JAPAN KK,Science & Technology - Other Topics,Fleeing the unsustainable city: soft policy and the dual effect of social capital in hurricane evacuation,Interdisciplinary,Timothy,Timothy,0.0,0.0
1997,"Mendez, Xiana","Minist Ind Trade & Tourism, Madrid, Spain.",1.0,"Spain is committed to incorporating sustainability as a cross-cutting vector in the design of public policies. In the area of trade policy and public financial support for internationalization, this is reflected in the Spanish's support for the inclusion of sustainability in the negotiation of all trade agreements and in the adaptation of our financial instruments to support internationalization to the objectives of ecological transition and the fight against climate change. In conclusion, it is imperative that green transition and sustainability inform the actions of public authorities horizontally. Only in this way will we be able to achieve the ambitious objectives proposed and make the transition to a truly sustainable economic system. The design and negotiation of trade agreements or the adequacy of public financing instruments are just two examples, but fundamental ones, where this approach is required.",2022.0,WILEY,International Relations,Incorporating sustainability as a cross-cutting vector in the design of public policies,Political science,Xiana,Xiana,1.0,1.0
1998,"Sattar, Usman","Zhejiang Normal Univ, Coll Law & Polit Sci, Jinhua 321004, Zhejiang, Peoples R China.",1.0,"This article provides a framework for conceptualizing climate action needs grounded in the nationally determined contributions (NDCs) of the least developed party countries (LDPCs) of the Paris Agreement (PA). It examines the NDCs of 35 LDPCs recorded in the NDC public registry of the United Nations Framework Convention for Climate Change (UNFCCC). A grounded theory approach is adopted to assess what these countries need to materialize their NDCs under the PA. A conceptual framework of needs is figured out through an iterative process of data collection and analysis in three cycles: (1) open and in vivo coding; (2) axial coding; and (3) theoretical or selective coding. The data are analyzed with the help of NVIVO software. The results provide a verifiable framework of needs for climate action, which includes 55 saturated need factors extracted from the writing excerpts of NDCs, 17 sub-categories (axial codes) with climate finance and technology transfer as the most prominent, and 7 theoretical or selective categories with mobilize, educate, governmental, synergic, levels, equity, and public health. It provides a baseline for policy, research, and action from the developed party countries to uphold their PA obligations.",2022.0,MDPI,Environmental Sciences & Ecology,A Conceptual Framework of Climate Action Needs of the Least Developed Party Countries of the Paris Agreement,Environmental studies & forestry,Usman,Usman,0.0,0.0
1999,"Auteri, Giorgia G.","Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA.",1.0,"Freezing temperatures are inherently challenging for life, which is water based. How species cope with these conditions fundamentally shapes ecological and evolutionary processes. Despite this, there is no comprehensive conceptual framework for cold-survival strategies-seasonal migration, cold resistance and torpor. Here, I propose a framework with four components for conceptualizing and quantifying cold-survival strategies. Cold-survival strategies are (i) collectively encompassed by the proposed framework, and that this full breadth of strategies should be considered in focal species or systems (comprehensive consideration). These strategies also (ii) exist on a spectrum, such that species can exhibit partial use of strategies, (iii) are non-exclusive, such that some species use multiple strategies concurrently (combined use) and (iv) should collectively vary inversely and proportionally with one another when controlling for the external environment (e.g. when considering species that occur in sympatry in their summer range), such that use of one strategy reduces, collectively, the use of others (proportional use). This framework is relevant to understanding fundamental patterns and processes in evolution, ecology, physiology and conservation biology.",2022.0,ROYAL SOC,Life Sciences & Biomedicine - Other Topics,"A conceptual framework to integrate cold-survival strategies: torpor, resistance and seasonal migration",Biology,Giorgia G.,Giorgia,1.0,1.0
2000,"Nohrstedt, Daniel","Uppsala Univ, Uppsala, Sweden.",1.0,"Floods, earthquakes, droughts, and other recurrent disasters around the globe have sparked renewed interest in whether and how disasters can be leveraged as turning points for transformation toward more sustainable and resilient societies. As the transformative potential of disasters increasingly gains prominence in different research fields, it is important to describe how different scientific approaches view the relationship. This article synthesises key insights from the policy sciences and public administration scholarship regarding the link between disruptive disaster events and policy activity aiming towards societal transformation. Key explanatory perspectives are discussed, including dynamics associated with institutional crisis, policy subsystems, agenda-setting and issue salience, governance capacity, policy-oriented learning and concentration of power, and situated in relation to four scenarios of potential disaster impacts on policymaking aiming at transformation. The results of this synthesis seek to enhance our understanding of when disasters may spark transformative change. Based on these findings, the article identifies priorities for future research into policymaking in the wake of disaster.",2022.0,POLICY PRESS,Government & Law,When do disasters spark transformative policy change and why?,Political science,Daniel,Daniel,0.0,0.0
2001,"Matheson, Thornton","Urban Brookings Tax Policy Ctr, Washington, DC 20024 USA.",1.0,"This paper provides an overview of global solid waste management challenges and waste-specific fiscal instruments that can help address them. Countries struggle to manage an ever-increasing volume of solid waste, which currently exceeds 2 billion tons a year. Though solid waste management is usually relegated to subnational governments, externalities from inadequate management, including greenhouse gas emissions and marine plastic, reach a global scale. Reduction of these externalities through improved waste management requires substantial additional fiscal resources. An effective combination of waste charges levied throughout the product cycle can provide resources to upgrade waste management, reducing environmental impacts, and create incentives for improved stewardship.",2022.0,SPRINGER,Business & Economics,Disposal is not free: fiscal instruments to internalize the environmental costs of solid waste,Economics,Thornton,Thornton,0.0,0.0
2002,"Yang, Xiaozhou","Northeastern Univ, Fac Art Design, 11 Alley3,Wenhua Rd, Shenyang 110004, Peoples R China.",1.0,"Climate change is a global phenomenon impacting all countries. In order to mitigate against the impacts of climate change, it is necessary to take measures to minimise the impacts that will affect the human habitat especially the built environment in the future. In the light of the inequality of development over the world, including varying rates of economic growth, it will be difficult for developing countries to combat the effects of climate change due to the limited capital investment, varying levels of leadership and political commitment and technology levels. All the countries have to share responsibility for the historical and current global emissions of greenhouse gases originating from both developed and undeveloped countries. This studies the built environment and adapts the impacts to be increased in the climate change and this analysis the constraints the opportunities for managing impacts for human sustainability.",,SPRINGER INT PUBL AG,Geochemistry & Geophysics,Sustainable and adaptable measures to address climate change in China: a strategic analysis in urban planning,Earth sciences,Xiaozhou,Xiaozhou,,
2003,"Woodruff, Sierra C.","Texas A&M Univ, Dept Landscape Architecture & Urban Planning, College Stn, TX USA.",1.0,"Climate adaptation planning emphasizes the need for coordination across sectors and scales. To assess how adaptation is coordinated with multiple planning efforts in a community, I analyze plans in the City of Chester, Pennsylvania, USA. Multiple environmental plans and strategies align with adaptation efforts, but when policies from all plans are mapped, a clear conflict between redevelopment priorities and adaptation emerges. Land use plans promote redevelopment in hazardous locations, increasing vulnerability. These conflicts raise questions about the ability for mainstreaming and win-win strategies to produce transformation change.",2022.0,SAGE PUBLICATIONS INC,Public Administration,Coordinating Plans for Climate Adaptation,Public administration,Sierra C.,Sierra,0.875,1.0
2004,"Triantis, Loukas","Tech Univ Crete, Sch Architecture, Akrotiri 73100, Chania, Greece.",1.0,"This paper focuses on the peri-urban space of east Attica and aims to theorise the politics of recovery planning following the wildfire of 23 July 2018, showing the crucial interrelations between vulnerability, space and land development processes in an era of climate crisis. Certain processes of land development increase vulnerability, creating a greater risk of disasters. Through critical discourse and content analysis, we trace the genealogy of peri-urban land development trends in Greece, and explore connections with contemporary theoretical debates, focussing on the burnt area of east Attica as a paradigmatic case study. Particular emphasis is placed on understanding dimensions beyond, beside, outside or even within recovery policies and planning, such as land ownership, private property, formal and informal practices and institutional adaptations during climate crisis. Considering particular land development processes as an inherent and integral part of spatial vulnerability regimes, we argue that, insofar as they maintain and reproduce the factors that produce and reproduce it, post-disaster recovery policies and planning may actually normalise spatial vulnerability, thus leading to future disasters.",,SAGE PUBLICATIONS INC,Public Administration,"Normalising spatial vulnerability in the era of climate crisis? Private property, informality, and post-disaster planning in peri-urban east Attica/Greece",Public administration,Loukas,Loukas,0.0,0.0
2005,"Liu, Xiaofei","Weifang Univ, Polit Sci & Law Sch, Weifang, Peoples R China.",1.0,"To significantly reduce sulfur oxides emissions from fossil fuel-powered ships, reduce air pollution in ports and slow ocean acidification, the International Maritime Organization (IMO) has imposed the new 0.50%m/m limit (reduced from 3.50%m/m in the past) on sulphur in ships' fuel oil. This has given rise to a host of issues regarding fuel replenishment operations, safe operation management, maritime regulation, and coordinated governance of air and climate. In response to ocean acidification and climate change, regulations on the use of low-sulfur oil or alternative fuels by ships greatly reduce sulfur oxide emissions, but have no significant impact on reducing greenhouse gas emissions. In fact, the refining process for low-sulfur fuels and the use of the gas cleaning system on ships both increase energy consumption and carbon dioxide emissions. To ensure the decarbonization process of shipping industry, there is an urgent need for a conceptual change in global ocean governance so as to promote the coordinated governance of air pollution and climate change. China's conception of ""a maritime community with a shared future"" provides a new model for global ocean governance. The Chinese government has formulated regulations at different levels to promote the coordinated management of atmospheric pollutants and greenhouse gas emissions. Regarding supervision of sulfur oxide emissions from ships, this study proposes to build a multi-department collaborative supervision mechanism from marine fuel life cycle to enhance sulfur oxide monitoring and risk control capabilities. Specific measures of the proposed supervision mechanism include: the joint supervision of compliant fuel supply, the compliant fuel information disclosure platform, a joint law enforcement mechanism for atmospheric pollution, the ability of intelligent ship exhaust monitoring, and the construction of port power infrastructure.",2022.0,FRONTIERS MEDIA SA,Environmental Sciences & Ecology,The supervision and multi-sectoral guarantee mechanism of the global marine sulphur limit-assessment from Chinese shipping industry,Environmental studies & forestry,Xiaofei,Xiaofei,,
2006,"Khan, Md. Ayatullah","Khulna Univ, Dev Studies Discipline, Khulna 9208, Bangladesh.",1.0,"Bangladesh, being the world's most climate-vulnerable country, is affected by plenty of climate-related hazards every year, mostly along its south-western coast. As a consequence, many people relocated from these regions' worst-affected neighborhoods to Khulna city, and began to live as slum dwellers. They faced a variety of issues in these informal settlements, particularly regarding water, sanitation, and hygiene (WASH) facilities and livelihood options, but no research has been conducted in Bangladesh. With an emphasis on WASH services and livelihood prospects, this study therefore aimed to provide a comprehensive understanding of the challenges/hardships and needs of climate migrants living in urban slums in both general and COVID-19 contexts. Qualitative methods were applied to collect data from the climate migrants of slums in five wards (3, 12, 17, 21, and 30) of the Khulna City Corporation. Nine focus group discussions and four key informant interviews were conducted to collect the data from primary (community people) and secondary (local government and non-government and community-based organizations officials) stakeholders. The thematic analysis was used to analyze the data. The findings revealed that climate migrants experienced significant water scarcity, insufficient drainage systems, a lack of toilets, tube wells, and bathing facilities, inadequate hygiene management, a lack of core skills required for urban jobs, low payment, and an income shortage. Similarly, sustainable drinking water sources, sanitary toilets with WASH blocks, personal hygiene materials and awareness building, skill development for diverse livelihood opportunities, and income-generating capacity development were their top priorities. Overall, the findings of this study provided a holistic overview of the challenges/hardships and needs of climate migrants in urban slums regarding WASH services and livelihood opportunities. The authorities should intervene and develop policy initiatives to alleviate the hardships and meet the needs of climate migrants.",2022.0,ELSEVIER SCI LTD,Science & Technology - Other Topics,"Livelihood, WASH related hardships and needs assessment of climate migrants: evidence from urban slums in Bangladesh",Interdisciplinary,Md. Ayatullah,Ayatullah,,
2007,"Balasubramanian, M.","Ctr Ecol Econ & Nat Resources, Inst Social & Econ Change, Bangalore 560072, Karnataka, India.",1.0,"The main objective of the study is to analyze the linkages between ecosystem services and food security of the Soliga tribes in India. This study mainly focuses on four dimensions of ecosystem services, (i) production and providing of wild food and water resources, (availability); (ii) rural livelihood, employment opportunities, and income generation (accessibility); and (iii) utilization of ecosystem services, persons are capable of increasing energy and nutrition from food (utilization); (iv) adequate and enough food is accessible, reachable, and utilizable on a dependable, sustainable basis (stability). This study has used primary data for analyzing the linkages between ecosystem services and food security of (Soligas tribe in Karnataka) 210 households were interviewed in South India. The results of the study is found that forest provisioning ecosystem services major role in their everyday food and nutrition. The main policy implication of the study is integrating ecosystem services and food security for sustainable agricultural production of tribal communities.",2021.0,SPRINGER,Environmental Sciences & Ecology,Forest ecosystem services contribution to food security of vulnerable group: a case study from India,Environmental studies & forestry,M.,,,
2008,"Barbier, Edward B.","Colorado State Univ, Dept Econ, Ft Collins, CO 80523 USA.",1.0,"The growing risk of water crises, including drought, is one of the greatest challenges in the coming decades. Averting such crises will be especially daunting, given that they are just as much a failure of water management as they are a result of scarcity. A major shortcoming is the persistent underpricing of water. The increasing environmental and social costs associated with freshwater scarcity are not routinely reflected in markets. Nor have we developed adequate policies and institutions to handle these costs. This creates perverse incentives that fail to balance water exttraction with supply, protect freshwater ecosystems and generate water-saving innovations. However, drought is proving to be a catalyst for governance and policy reform, and steps can be taken to overcome the underpricing of water. Several examples are explored to illustrate the economic challenge. They include removing the barriers to water markets and trading, reallocating subsidies for water supply and sanitation to expand delivery in developing countries and reforming environmentally harmful irrigation and agricultural policies. The article also explains how ending underpricing can foster a comprehensive strategy for water-saving innovation that can 'bend' the global water use curve.This article is part of the Royal Society Science+ meeting issue 'Drought risk in the Anthropocene'.",2022.0,ROYAL SOC,Science & Technology - Other Topics,The economics of managing water crises,Interdisciplinary,Edward B.,Edward,0.0,0.0
